company_name,date,number_of_evidence,evidence_no,final_snippet_score
HAS,2024-02-28,10,1,6
HAS,2024-02-28,10,2,5
HAS,2024-02-28,10,3,4
HAS,2024-02-28,10,4,4
HAS,2024-02-28,10,5,6
HAS,2024-02-28,10,6,6
HAS,2024-02-28,10,7,5
HAS,2024-02-28,10,8,4
HAS,2024-02-28,10,9,4
HAS,2024-02-28,10,10,3
HBAN,2024-02-16,2,1,4
HBAN,2024-02-16,2,2,4
HCA,2021-02-19,12,1,9
HCA,2021-02-19,12,2,6
HCA,2021-02-19,12,3,7
HCA,2021-02-19,12,4,6
HCA,2021-02-19,12,5,6
HCA,2021-02-19,12,6,7
HCA,2021-02-19,12,7,8
HCA,2021-02-19,12,8,4
HCA,2021-02-19,12,9,5
HCA,2021-02-19,12,10,5
HCA,2021-02-19,12,11,5
HCA,2021-02-19,12,12,3
HCA,2022-02-18,10,1,5
HCA,2022-02-18,10,2,3
HCA,2022-02-18,10,3,7
HCA,2022-02-18,10,4,6
HCA,2022-02-18,10,5,6
HCA,2022-02-18,10,6,6
HCA,2022-02-18,10,7,0
HCA,2022-02-18,10,8,6
HCA,2022-02-18,10,9,3
HCA,2022-02-18,10,10,4
HCA,2023-02-17,10,1,8
HCA,2023-02-17,10,2,4
HCA,2023-02-17,10,3,6
HCA,2023-02-17,10,4,5
HCA,2023-02-17,10,5,6
HCA,2023-02-17,10,6,5
HCA,2023-02-17,10,7,4
HCA,2023-02-17,10,8,4
HCA,2023-02-17,10,9,4
HCA,2023-02-17,10,10,3
HCA,2024-02-16,7,1,4
HCA,2024-02-16,7,2,4
HCA,2024-02-16,7,3,4
HCA,2024-02-16,7,4,5
HCA,2024-02-16,7,5,5
HCA,2024-02-16,7,6,4
HCA,2024-02-16,7,7,4
HD,2021-03-24,14,1,9
HD,2021-03-24,14,2,6
HD,2021-03-24,14,3,8
HD,2021-03-24,14,4,6
HD,2021-03-24,14,5,8
HD,2021-03-24,14,6,7
HD,2021-03-24,14,7,7
HD,2021-03-24,14,8,9
HD,2021-03-24,14,9,4
HD,2021-03-24,14,10,6
HD,2021-03-24,14,11,5
HD,2021-03-24,14,12,3
HD,2021-03-24,14,13,4
HD,2021-03-24,14,14,4
HD,2022-03-23,11,1,6
HD,2022-03-23,11,2,7
HD,2022-03-23,11,3,3
HD,2022-03-23,11,4,3
HD,2022-03-23,11,5,6
HD,2022-03-23,11,6,4
HD,2022-03-23,11,7,9
HD,2022-03-23,11,8,6
HD,2022-03-23,11,9,4
HD,2022-03-23,11,10,1
HD,2022-03-23,11,11,3
HD,2023-03-15,14,1,8
HD,2023-03-15,14,2,7
HD,2023-03-15,14,3,6
HD,2023-03-15,14,4,1
HD,2023-03-15,14,5,3
HD,2023-03-15,14,6,5
HD,2023-03-15,14,7,3
HD,2023-03-15,14,8,4
HD,2023-03-15,14,9,3
HD,2023-03-15,14,10,2
HD,2023-03-15,14,11,4
HD,2023-03-15,14,12,5
HD,2023-03-15,14,13,6
HD,2023-03-15,14,14,5
HD,2024-03-13,6,1,3
HD,2024-03-13,6,2,4
HD,2024-03-13,6,3,6
HD,2024-03-13,6,4,4
HD,2024-03-13,6,5,4
HD,2024-03-13,6,6,1
HES,2022-03-01,24,1,8
HES,2022-03-01,24,2,6
HES,2022-03-01,24,3,9
HES,2022-03-01,24,4,-2
HES,2022-03-01,24,5,5
HES,2022-03-01,24,6,2
HES,2022-03-01,24,7,4
HES,2022-03-01,24,8,4
HES,2022-03-01,24,9,3
HES,2022-03-01,24,10,3
HES,2022-03-01,24,11,3
HES,2022-03-01,24,12,4
HES,2022-03-01,24,13,2
HES,2022-03-01,24,14,2
HES,2022-03-01,24,15,2
HES,2022-03-01,24,16,2
HES,2022-03-01,24,17,4
HES,2022-03-01,24,18,3
HES,2022-03-01,24,19,1
HES,2022-03-01,24,20,1
HES,2022-03-01,24,21,2
HES,2022-03-01,24,22,2
HES,2022-03-01,24,23,3
HES,2022-03-01,24,24,1
HES,2023-02-24,15,1,2
HES,2023-02-24,15,2,5
HES,2023-02-24,15,3,5
HES,2023-02-24,15,4,6
HES,2023-02-24,15,5,8
HES,2023-02-24,15,6,6
HES,2023-02-24,15,7,4
HES,2023-02-24,15,8,4
HES,2023-02-24,15,9,7
HES,2023-02-24,15,10,5
HES,2023-02-24,15,11,6
HES,2023-02-24,15,12,3
HES,2023-02-24,15,13,1
HES,2023-02-24,15,14,2
HES,2023-02-24,15,15,4
HES,2024-02-26,5,1,2
HES,2024-02-26,5,2,3
HES,2024-02-26,5,3,4
HES,2024-02-26,5,4,2
HES,2024-02-26,5,5,6
HII,2021-02-11,18,1,3
HII,2021-02-11,18,2,6
HII,2021-02-11,18,3,7
HII,2021-02-11,18,4,7
HII,2021-02-11,18,5,3
HII,2021-02-11,18,6,4
HII,2021-02-11,18,7,6
HII,2021-02-11,18,8,5
HII,2021-02-11,18,9,5
HII,2021-02-11,18,10,2
HII,2021-02-11,18,11,5
HII,2021-02-11,18,12,5
HII,2021-02-11,18,13,5
HII,2021-02-11,18,14,5
HII,2021-02-11,18,15,5
HII,2021-02-11,18,16,4
HII,2021-02-11,18,17,9
HII,2021-02-11,18,18,3
HII,2022-02-10,8,1,2
HII,2022-02-10,8,2,5
HII,2022-02-10,8,3,7
HII,2022-02-10,8,4,6
HII,2022-02-10,8,5,5
HII,2022-02-10,8,6,6
HII,2022-02-10,8,7,3
HII,2022-02-10,8,8,4
HII,2023-02-09,9,1,3
HII,2023-02-09,9,2,5
HII,2023-02-09,9,3,4
HII,2023-02-09,9,4,3
HII,2023-02-09,9,5,2
HII,2023-02-09,9,6,2
HII,2023-02-09,9,7,3
HII,2023-02-09,9,8,4
HII,2023-02-09,9,9,4
HII,2024-02-01,10,1,3
HII,2024-02-01,10,2,4
HII,2024-02-01,10,3,5
HII,2024-02-01,10,4,4
HII,2024-02-01,10,5,5
HII,2024-02-01,10,6,3
HII,2024-02-01,10,7,2
HII,2024-02-01,10,8,1
HII,2024-02-01,10,9,3
HII,2024-02-01,10,10,3
HLT,2021-02-17,14,1,8
HLT,2021-02-17,14,2,9
HLT,2021-02-17,14,3,9
HLT,2021-02-17,14,4,7
HLT,2021-02-17,14,5,7
HLT,2021-02-17,14,6,7
HLT,2021-02-17,14,7,3
HLT,2021-02-17,14,8,7
HLT,2021-02-17,14,9,6
HLT,2021-02-17,14,10,6
HLT,2021-02-17,14,11,5
HLT,2021-02-17,14,12,9
HLT,2021-02-17,14,13,8
HLT,2021-02-17,14,14,7
HLT,2022-02-16,10,1,8
HLT,2022-02-16,10,2,7
HLT,2022-02-16,10,3,8
HLT,2022-02-16,10,4,7
HLT,2022-02-16,10,5,7
HLT,2022-02-16,10,6,6
HLT,2022-02-16,10,7,5
HLT,2022-02-16,10,8,5
HLT,2022-02-16,10,9,7
HLT,2022-02-16,10,10,4
HLT,2023-02-09,8,1,7
HLT,2023-02-09,8,2,8
HLT,2023-02-09,8,3,6
HLT,2023-02-09,8,4,5
HLT,2023-02-09,8,5,4
HLT,2023-02-09,8,6,4
HLT,2023-02-09,8,7,3
HLT,2023-02-09,8,8,5
HLT,2024-02-07,10,1,5
HLT,2024-02-07,10,2,4
HLT,2024-02-07,10,3,4
HLT,2024-02-07,10,4,4
HLT,2024-02-07,10,5,4
HLT,2024-02-07,10,6,4
HLT,2024-02-07,10,7,3
HLT,2024-02-07,10,8,2
HLT,2024-02-07,10,9,3
HLT,2024-02-07,10,10,3
HOLX,2021-11-16,11,1,4
HOLX,2021-11-16,11,2,6
HOLX,2021-11-16,11,3,6
HOLX,2021-11-16,11,4,7
HOLX,2021-11-16,11,5,2
HOLX,2021-11-16,11,6,6
HOLX,2021-11-16,11,7,2
HOLX,2021-11-16,11,8,2
HOLX,2021-11-16,11,9,2
HOLX,2021-11-16,11,10,2
HOLX,2021-11-16,11,11,3
HOLX,2022-11-15,6,1,8
HOLX,2022-11-15,6,2,6
HOLX,2022-11-15,6,3,6
HOLX,2022-11-15,6,4,4
HOLX,2022-11-15,6,5,3
HOLX,2022-11-15,6,6,3
HOLX,2023-11-21,11,1,7
HOLX,2023-11-21,11,2,6
HOLX,2023-11-21,11,3,6
HOLX,2023-11-21,11,4,8
HOLX,2023-11-21,11,5,5
HOLX,2023-11-21,11,6,6
HOLX,2023-11-21,11,7,5
HOLX,2023-11-21,11,8,4
HOLX,2023-11-21,11,9,4
HOLX,2023-11-21,11,10,6
HOLX,2023-11-21,11,11,5
HOLX,2024-11-27,3,1,4
HOLX,2024-11-27,3,2,2
HOLX,2024-11-27,3,3,4
HPE,2021-12-10,19,1,5
HPE,2021-12-10,19,2,6
HPE,2021-12-10,19,3,6
HPE,2021-12-10,19,4,6
HPE,2021-12-10,19,5,4
HPE,2021-12-10,19,6,0
HPE,2021-12-10,19,7,3
HPE,2021-12-10,19,8,3
HPE,2021-12-10,19,9,5
HPE,2021-12-10,19,10,7
HPE,2021-12-10,19,11,6
HPE,2021-12-10,19,12,7
HPE,2021-12-10,19,13,5
HPE,2021-12-10,19,14,4
HPE,2021-12-10,19,15,5
HPE,2021-12-10,19,16,2
HPE,2021-12-10,19,17,5
HPE,2021-12-10,19,18,3
HPE,2021-12-10,19,19,2
HPE,2022-12-08,10,1,5
HPE,2022-12-08,10,2,7
HPE,2022-12-08,10,3,7
HPE,2022-12-08,10,4,9
HPE,2022-12-08,10,5,6
HPE,2022-12-08,10,6,7
HPE,2022-12-08,10,7,8
HPE,2022-12-08,10,8,2
HPE,2022-12-08,10,9,1
HPE,2022-12-08,10,10,1
HPE,2023-12-22,5,1,1
HPE,2023-12-22,5,2,4
HPE,2023-12-22,5,3,3
HPE,2023-12-22,5,4,0
HPE,2023-12-22,5,5,3
HPE,2024-12-19,2,1,5
HPE,2024-12-19,2,2,4
HPQ,2021-12-09,10,1,6
HPQ,2021-12-09,10,2,8
HPQ,2021-12-09,10,3,7
HPQ,2021-12-09,10,4,6
HPQ,2021-12-09,10,5,7
HPQ,2021-12-09,10,6,7
HPQ,2021-12-09,10,7,9
HPQ,2021-12-09,10,8,6
HPQ,2021-12-09,10,9,5
HPQ,2021-12-09,10,10,9
HPQ,2022-12-06,10,1,8
HPQ,2022-12-06,10,2,2
HPQ,2022-12-06,10,3,4
HPQ,2022-12-06,10,4,6
HPQ,2022-12-06,10,5,7
HPQ,2022-12-06,10,6,7
HPQ,2022-12-06,10,7,3
HPQ,2022-12-06,10,8,2
HPQ,2022-12-06,10,9,3
HPQ,2022-12-06,10,10,4
HPQ,2023-12-18,4,1,5
HPQ,2023-12-18,4,2,6
HPQ,2023-12-18,4,3,5
HPQ,2023-12-18,4,4,1
HPQ,2024-12-13,4,1,2
HPQ,2024-12-13,4,2,5
HPQ,2024-12-13,4,3,4
HPQ,2024-12-13,4,4,1
HRL,2021-12-10,12,1,4
HRL,2021-12-10,12,2,5
HRL,2021-12-10,12,3,6
HRL,2021-12-10,12,4,4
HRL,2021-12-10,12,5,3
HRL,2021-12-10,12,6,3
HRL,2021-12-10,12,7,2
HRL,2021-12-10,12,8,4
HRL,2021-12-10,12,9,2
HRL,2021-12-10,12,10,2
HRL,2021-12-10,12,11,7
HRL,2021-12-10,12,12,7
HRL,2022-12-06,22,1,7
HRL,2022-12-06,22,2,7
HRL,2022-12-06,22,3,4
HRL,2022-12-06,22,4,7
HRL,2022-12-06,22,5,3
HRL,2022-12-06,22,6,3
HRL,2022-12-06,22,7,6
HRL,2022-12-06,22,8,4
HRL,2022-12-06,22,9,4
HRL,2022-12-06,22,10,3
HRL,2022-12-06,22,11,6
HRL,2022-12-06,22,12,3
HRL,2022-12-06,22,13,2
HRL,2022-12-06,22,14,3
HRL,2022-12-06,22,15,3
HRL,2022-12-06,22,16,4
HRL,2022-12-06,22,17,2
HRL,2022-12-06,22,18,2
HRL,2022-12-06,22,19,1
HRL,2022-12-06,22,20,1
HRL,2022-12-06,22,21,2
HRL,2022-12-06,22,22,1
HRL,2023-12-06,4,1,3
HRL,2023-12-06,4,2,-2
HRL,2023-12-06,4,3,2
HRL,2023-12-06,4,4,1
HRL,2024-12-05,3,1,5
HRL,2024-12-05,3,2,0
HRL,2024-12-05,3,3,5
HSIC,2021-02-17,10,1,9
HSIC,2021-02-17,10,2,7
HSIC,2021-02-17,10,3,8
HSIC,2021-02-17,10,4,4
HSIC,2021-02-17,10,5,7
HSIC,2021-02-17,10,6,6
HSIC,2021-02-17,10,7,6
HSIC,2021-02-17,10,8,6
HSIC,2021-02-17,10,9,6
HSIC,2021-02-17,10,10,5
HSIC,2022-02-15,14,1,8
HSIC,2022-02-15,14,2,7
HSIC,2022-02-15,14,3,6
HSIC,2022-02-15,14,4,5
HSIC,2022-02-15,14,5,6
HSIC,2022-02-15,14,6,7
HSIC,2022-02-15,14,7,6
HSIC,2022-02-15,14,8,5
HSIC,2022-02-15,14,9,4
HSIC,2022-02-15,14,10,5
HSIC,2022-02-15,14,11,4
HSIC,2022-02-15,14,12,5
HSIC,2022-02-15,14,13,5
HSIC,2022-02-15,14,14,5
HSIC,2023-02-21,13,1,8
HSIC,2023-02-21,13,2,6
HSIC,2023-02-21,13,3,7
HSIC,2023-02-21,13,4,7
HSIC,2023-02-21,13,5,4
HSIC,2023-02-21,13,6,9
HSIC,2023-02-21,13,7,6
HSIC,2023-02-21,13,8,6
HSIC,2023-02-21,13,9,5
HSIC,2023-02-21,13,10,5
HSIC,2023-02-21,13,11,6
HSIC,2023-02-21,13,12,6
HSIC,2023-02-21,13,13,3
HSIC,2024-02-28,13,1,2
HSIC,2024-02-28,13,2,6
HSIC,2024-02-28,13,3,3
HSIC,2024-02-28,13,4,2
HSIC,2024-02-28,13,5,2
HSIC,2024-02-28,13,6,3
HSIC,2024-02-28,13,7,1
HSIC,2024-02-28,13,8,1
HSIC,2024-02-28,13,9,1
HSIC,2024-02-28,13,10,2
HSIC,2024-02-28,13,11,4
HSIC,2024-02-28,13,12,7
HSIC,2024-02-28,13,13,7
HST,2021-02-25,9,1,8
HST,2021-02-25,9,2,5
HST,2021-02-25,9,3,4
HST,2021-02-25,9,4,7
HST,2021-02-25,9,5,5
HST,2021-02-25,9,6,3
HST,2021-02-25,9,7,3
HST,2021-02-25,9,8,7
HST,2021-02-25,9,9,3
HST,2022-02-24,11,1,9
HST,2022-02-24,11,2,7
HST,2022-02-24,11,3,5
HST,2022-02-24,11,4,5
HST,2022-02-24,11,5,5
HST,2022-02-24,11,6,2
HST,2022-02-24,11,7,2
HST,2022-02-24,11,8,3
HST,2022-02-24,11,9,4
HST,2022-02-24,11,10,2
HST,2022-02-24,11,11,5
HST,2023-02-22,6,1,9
HST,2023-02-22,6,2,6
HST,2023-02-22,6,3,6
HST,2023-02-22,6,4,4
HST,2023-02-22,6,5,6
HST,2023-02-22,6,6,5
HST,2024-02-28,3,1,6
HST,2024-02-28,3,2,5
HST,2024-02-28,3,3,2
HSY,2021-02-17,11,1,7
HSY,2021-02-17,11,2,5
HSY,2021-02-17,11,3,8
HSY,2021-02-17,11,4,6
HSY,2021-02-17,11,5,8
HSY,2021-02-17,11,6,6
HSY,2021-02-17,11,7,7
HSY,2021-02-17,11,8,7
HSY,2021-02-17,11,9,3
HSY,2021-02-17,11,10,9
HSY,2021-02-17,11,11,7
HSY,2022-02-18,11,1,4
HSY,2022-02-18,11,2,2
HSY,2022-02-18,11,3,4
HSY,2022-02-18,11,4,3
HSY,2022-02-18,11,5,3
HSY,2022-02-18,11,6,4
HSY,2022-02-18,11,7,7
HSY,2022-02-18,11,8,4
HSY,2022-02-18,11,9,3
HSY,2022-02-18,11,10,5
HSY,2022-02-18,11,11,-2
HSY,2023-02-17,4,1,6
HSY,2023-02-17,4,2,6
HSY,2023-02-17,4,3,7
HSY,2023-02-17,4,4,4
HSY,2024-02-20,4,1,4
HSY,2024-02-20,4,2,1
HSY,2024-02-20,4,3,4
HSY,2024-02-20,4,4,4
HUBB,2021-02-11,20,1,5
HUBB,2021-02-11,20,2,4
HUBB,2021-02-11,20,3,6
HUBB,2021-02-11,20,4,5
HUBB,2021-02-11,20,5,5
HUBB,2021-02-11,20,6,6
HUBB,2021-02-11,20,7,3
HUBB,2021-02-11,20,8,1
HUBB,2021-02-11,20,9,5
HUBB,2021-02-11,20,10,7
HUBB,2021-02-11,20,11,4
HUBB,2021-02-11,20,12,4
HUBB,2021-02-11,20,13,9
HUBB,2021-02-11,20,14,1
HUBB,2021-02-11,20,15,0
HUBB,2021-02-11,20,16,3
HUBB,2021-02-11,20,17,-2
HUBB,2021-02-11,20,18,2
HUBB,2021-02-11,20,19,3
HUBB,2021-02-11,20,20,0
HUBB,2022-02-11,16,1,7
HUBB,2022-02-11,16,2,6
HUBB,2022-02-11,16,3,5
HUBB,2022-02-11,16,4,4
HUBB,2022-02-11,16,5,5
HUBB,2022-02-11,16,6,4
HUBB,2022-02-11,16,7,6
HUBB,2022-02-11,16,8,4
HUBB,2022-02-11,16,9,6
HUBB,2022-02-11,16,10,5
HUBB,2022-02-11,16,11,4
HUBB,2022-02-11,16,12,3
HUBB,2022-02-11,16,13,6
HUBB,2022-02-11,16,14,3
HUBB,2022-02-11,16,15,4
HUBB,2022-02-11,16,16,6
HUBB,2023-02-09,15,1,8
HUBB,2023-02-09,15,2,8
HUBB,2023-02-09,15,3,8
HUBB,2023-02-09,15,4,6
HUBB,2023-02-09,15,5,5
HUBB,2023-02-09,15,6,5
HUBB,2023-02-09,15,7,6
HUBB,2023-02-09,15,8,2
HUBB,2023-02-09,15,9,6
HUBB,2023-02-09,15,10,2
HUBB,2023-02-09,15,11,7
HUBB,2023-02-09,15,12,5
HUBB,2023-02-09,15,13,6
HUBB,2023-02-09,15,14,7
HUBB,2023-02-09,15,15,6
HUBB,2024-02-08,1,1,6
HUM,2021-02-18,10,1,4
HUM,2021-02-18,10,2,7
HUM,2021-02-18,10,3,4
HUM,2021-02-18,10,4,4
HUM,2021-02-18,10,5,6
HUM,2021-02-18,10,6,5
HUM,2021-02-18,10,7,4
HUM,2021-02-18,10,8,5
HUM,2021-02-18,10,9,4
HUM,2021-02-18,10,10,4
HUM,2022-02-17,10,1,9
HUM,2022-02-17,10,2,8
HUM,2022-02-17,10,3,7
HUM,2022-02-17,10,4,9
HUM,2022-02-17,10,5,7
HUM,2022-02-17,10,6,8
HUM,2022-02-17,10,7,8
HUM,2022-02-17,10,8,7
HUM,2022-02-17,10,9,6
HUM,2022-02-17,10,10,7
HUM,2023-02-16,7,1,8
HUM,2023-02-16,7,2,8
HUM,2023-02-16,7,3,7
HUM,2023-02-16,7,4,6
HUM,2023-02-16,7,5,6
HUM,2023-02-16,7,6,5
HUM,2023-02-16,7,7,3
HUM,2024-02-15,9,1,4
HUM,2024-02-15,9,2,5
HUM,2024-02-15,9,3,7
HUM,2024-02-15,9,4,6
HUM,2024-02-15,9,5,6
HUM,2024-02-15,9,6,5
HUM,2024-02-15,9,7,7
HUM,2024-02-15,9,8,6
HUM,2024-02-15,9,9,0
HWM,2021-02-16,15,1,8
HWM,2021-02-16,15,2,7
HWM,2021-02-16,15,3,8
HWM,2021-02-16,15,4,3
HWM,2021-02-16,15,5,2
HWM,2021-02-16,15,6,5
HWM,2021-02-16,15,7,4
HWM,2021-02-16,15,8,2
HWM,2021-02-16,15,9,5
HWM,2021-02-16,15,10,6
HWM,2021-02-16,15,11,5
HWM,2021-02-16,15,12,2
HWM,2021-02-16,15,13,3
HWM,2021-02-16,15,14,2
HWM,2021-02-16,15,15,0
HWM,2022-02-14,16,1,8
HWM,2022-02-14,16,2,8
HWM,2022-02-14,16,3,5
HWM,2022-02-14,16,4,4
HWM,2022-02-14,16,5,3
HWM,2022-02-14,16,6,4
HWM,2022-02-14,16,7,4
HWM,2022-02-14,16,8,5
HWM,2022-02-14,16,9,2
HWM,2022-02-14,16,10,5
HWM,2022-02-14,16,11,4
HWM,2022-02-14,16,12,5
HWM,2022-02-14,16,13,4
HWM,2022-02-14,16,14,3
HWM,2022-02-14,16,15,4
HWM,2022-02-14,16,16,7
HWM,2023-02-14,12,1,9
HWM,2023-02-14,12,2,7
HWM,2023-02-14,12,3,4
HWM,2023-02-14,12,4,3
HWM,2023-02-14,12,5,6
HWM,2023-02-14,12,6,1
HWM,2023-02-14,12,7,2
HWM,2023-02-14,12,8,-2
HWM,2023-02-14,12,9,3
HWM,2023-02-14,12,10,6
HWM,2023-02-14,12,11,5
HWM,2023-02-14,12,12,6
HWM,2024-02-13,4,1,5
HWM,2024-02-13,4,2,5
HWM,2024-02-13,4,3,4
HWM,2024-02-13,4,4,7
IBM,2021-02-23,10,1,3
IBM,2021-02-23,10,2,3
IBM,2021-02-23,10,3,3
IBM,2021-02-23,10,4,0
IBM,2021-02-23,10,5,4
IBM,2021-02-23,10,6,3
IBM,2021-02-23,10,7,4
IBM,2021-02-23,10,8,3
IBM,2021-02-23,10,9,3
IBM,2021-02-23,10,10,3
IBM,2022-02-22,8,1,4
IBM,2022-02-22,8,2,3
IBM,2022-02-22,8,3,5
IBM,2022-02-22,8,4,6
IBM,2022-02-22,8,5,4
IBM,2022-02-22,8,6,3
IBM,2022-02-22,8,7,3
IBM,2022-02-22,8,8,3
IBM,2023-02-28,2,1,4
IBM,2023-02-28,2,2,3
IBM,2024-02-26,2,1,5
IBM,2024-02-26,2,2,1
ICE,2024-02-08,9,1,4
ICE,2024-02-08,9,2,4
ICE,2024-02-08,9,3,5
ICE,2024-02-08,9,4,5
ICE,2024-02-08,9,5,4
ICE,2024-02-08,9,6,6
ICE,2024-02-08,9,7,5
ICE,2024-02-08,9,8,4
ICE,2024-02-08,9,9,4
IDXX,2021-02-12,9,1,7
IDXX,2021-02-12,9,2,5
IDXX,2021-02-12,9,3,6
IDXX,2021-02-12,9,4,7
IDXX,2021-02-12,9,5,8
IDXX,2021-02-12,9,6,4
IDXX,2021-02-12,9,7,5
IDXX,2021-02-12,9,8,5
IDXX,2021-02-12,9,9,3
IDXX,2022-02-16,11,1,8
IDXX,2022-02-16,11,2,7
IDXX,2022-02-16,11,3,7
IDXX,2022-02-16,11,4,9
IDXX,2022-02-16,11,5,6
IDXX,2022-02-16,11,6,5
IDXX,2022-02-16,11,7,6
IDXX,2022-02-16,11,8,6
IDXX,2022-02-16,11,9,5
IDXX,2022-02-16,11,10,5
IDXX,2022-02-16,11,11,7
IDXX,2023-02-16,7,1,4
IDXX,2023-02-16,7,2,3
IDXX,2023-02-16,7,3,7
IDXX,2023-02-16,7,4,7
IDXX,2023-02-16,7,5,4
IDXX,2023-02-16,7,6,8
IDXX,2023-02-16,7,7,5
IDXX,2024-02-22,5,1,3
IDXX,2024-02-22,5,2,3
IDXX,2024-02-22,5,3,5
IDXX,2024-02-22,5,4,4
IDXX,2024-02-22,5,5,5
IEX,2021-02-25,19,1,8
IEX,2021-02-25,19,2,4
IEX,2021-02-25,19,3,5
IEX,2021-02-25,19,4,7
IEX,2021-02-25,19,5,3
IEX,2021-02-25,19,6,3
IEX,2021-02-25,19,7,2
IEX,2021-02-25,19,8,3
IEX,2021-02-25,19,9,4
IEX,2021-02-25,19,10,5
IEX,2021-02-25,19,11,2
IEX,2021-02-25,19,12,3
IEX,2021-02-25,19,13,6
IEX,2021-02-25,19,14,7
IEX,2021-02-25,19,15,4
IEX,2021-02-25,19,16,5
IEX,2021-02-25,19,17,5
IEX,2021-02-25,19,18,4
IEX,2021-02-25,19,19,5
IEX,2022-02-24,11,1,9
IEX,2022-02-24,11,2,2
IEX,2022-02-24,11,3,4
IEX,2022-02-24,11,4,6
IEX,2022-02-24,11,5,-1
IEX,2022-02-24,11,6,3
IEX,2022-02-24,11,7,3
IEX,2022-02-24,11,8,5
IEX,2022-02-24,11,9,6
IEX,2022-02-24,11,10,2
IEX,2022-02-24,11,11,1
IEX,2023-02-23,14,1,6
IEX,2023-02-23,14,2,3
IEX,2023-02-23,14,3,4
IEX,2023-02-23,14,4,3
IEX,2023-02-23,14,5,3
IEX,2023-02-23,14,6,6
IEX,2023-02-23,14,7,2
IEX,2023-02-23,14,8,2
IEX,2023-02-23,14,9,5
IEX,2023-02-23,14,10,2
IEX,2023-02-23,14,11,3
IEX,2023-02-23,14,12,1
IEX,2023-02-23,14,13,3
IEX,2023-02-23,14,14,2
IEX,2024-02-22,4,1,3
IEX,2024-02-22,4,2,3
IEX,2024-02-22,4,3,6
IEX,2024-02-22,4,4,1
IFF,2021-02-22,13,1,3
IFF,2021-02-22,13,2,6
IFF,2021-02-22,13,3,7
IFF,2021-02-22,13,4,5
IFF,2021-02-22,13,5,2
IFF,2021-02-22,13,6,5
IFF,2021-02-22,13,7,7
IFF,2021-02-22,13,8,6
IFF,2021-02-22,13,9,4
IFF,2021-02-22,13,10,4
IFF,2021-02-22,13,11,7
IFF,2021-02-22,13,12,4
IFF,2021-02-22,13,13,5
IFF,2022-02-28,15,1,7
IFF,2022-02-28,15,2,4
IFF,2022-02-28,15,3,5
IFF,2022-02-28,15,4,5
IFF,2022-02-28,15,5,7
IFF,2022-02-28,15,6,5
IFF,2022-02-28,15,7,4
IFF,2022-02-28,15,8,3
IFF,2022-02-28,15,9,2
IFF,2022-02-28,15,10,4
IFF,2022-02-28,15,11,3
IFF,2022-02-28,15,12,3
IFF,2022-02-28,15,13,1
IFF,2022-02-28,15,14,2
IFF,2022-02-28,15,15,6
IFF,2023-02-27,9,1,7
IFF,2023-02-27,9,2,5
IFF,2023-02-27,9,3,6
IFF,2023-02-27,9,4,5
IFF,2023-02-27,9,5,9
IFF,2023-02-27,9,6,7
IFF,2023-02-27,9,7,6
IFF,2023-02-27,9,8,4
IFF,2023-02-27,9,9,1
IFF,2024-02-28,4,1,3
IFF,2024-02-28,4,2,5
IFF,2024-02-28,4,3,6
IFF,2024-02-28,4,4,1
INCY,2021-02-09,13,1,3
INCY,2021-02-09,13,2,2
INCY,2021-02-09,13,3,5
INCY,2021-02-09,13,4,3
INCY,2021-02-09,13,5,4
INCY,2021-02-09,13,6,3
INCY,2021-02-09,13,7,5
INCY,2021-02-09,13,8,1
INCY,2021-02-09,13,9,0
INCY,2021-02-09,13,10,7
INCY,2021-02-09,13,11,4
INCY,2021-02-09,13,12,4
INCY,2021-02-09,13,13,3
INCY,2022-02-08,14,1,7
INCY,2022-02-08,14,2,7
INCY,2022-02-08,14,3,7
INCY,2022-02-08,14,4,6
INCY,2022-02-08,14,5,5
INCY,2022-02-08,14,6,1
INCY,2022-02-08,14,7,5
INCY,2022-02-08,14,8,-3
INCY,2022-02-08,14,9,7
INCY,2022-02-08,14,10,4
INCY,2022-02-08,14,11,5
INCY,2022-02-08,14,12,5
INCY,2022-02-08,14,13,6
INCY,2022-02-08,14,14,1
INCY,2023-02-07,11,1,7
INCY,2023-02-07,11,2,5
INCY,2023-02-07,11,3,2
INCY,2023-02-07,11,4,4
INCY,2023-02-07,11,5,4
INCY,2023-02-07,11,6,5
INCY,2023-02-07,11,7,5
INCY,2023-02-07,11,8,5
INCY,2023-02-07,11,9,4
INCY,2023-02-07,11,10,1
INCY,2023-02-07,11,11,5
INCY,2024-02-13,5,1,5
INCY,2024-02-13,5,2,5
INCY,2024-02-13,5,3,3
INCY,2024-02-13,5,4,3
INCY,2024-02-13,5,5,2
INTU,2021-09-08,11,1,4
INTU,2021-09-08,11,2,5
INTU,2021-09-08,11,3,4
INTU,2021-09-08,11,4,5
INTU,2021-09-08,11,5,5
INTU,2021-09-08,11,6,4
INTU,2021-09-08,11,7,4
INTU,2021-09-08,11,8,4
INTU,2021-09-08,11,9,3
INTU,2021-09-08,11,10,5
INTU,2021-09-08,11,11,2
INTU,2022-09-02,15,1,4
INTU,2022-09-02,15,2,7
INTU,2022-09-02,15,3,5
INTU,2022-09-02,15,4,4
INTU,2022-09-02,15,5,5
INTU,2022-09-02,15,6,5
