company_name,date,item_1a_scores,item_7_scores,total_scores
CNP,2023-02-17,"[6, 7, 6, 4, 2]","[6, 7, 2]","[6, 7, 6, 4, 2, 6, 7, 2]"
CNP,2024-02-20,"[5, 5, 4, 3]",[],"[5, 5, 4, 3]"
COF,2021-02-25,"[6, 6, 6, 5, 4, 7, 3, 3, 7, 3, 3, 3, 3, 3]","[4, 4, 9, 7, 1, 4]","[6, 6, 6, 5, 4, 7, 3, 3, 7, 3, 3, 3, 3, 3, 4, 4, 9, 7, 1, 4]"
COF,2022-02-25,"[5, 7, 5, 6, 6, 5, 5, 4, 4, 3, 4, 5, 6, 4]",[5],"[5, 7, 5, 6, 6, 5, 5, 4, 4, 3, 4, 5, 6, 4, 5]"
COF,2023-02-24,"[4, 8, 5, 4, 4, 3, 2, 3, 1, 1, 2, 2]",[4],"[4, 8, 5, 4, 4, 3, 2, 3, 1, 1, 2, 2, 4]"
COF,2024-02-23,"[6, 1, 2, 2, 2, 4]",[],"[6, 1, 2, 2, 2, 4]"
COO,2021-12-10,"[7, 5, 5, 6, 7, 3, 2, 2, 1, 2, 3, 4, 3]","[7, 3, 3, 3, 2, 2]","[7, 5, 5, 6, 7, 3, 2, 2, 1, 2, 3, 4, 3, 7, 3, 3, 3, 2, 2]"
COO,2024-12-06,"[5, 4]",[5],"[5, 4, 5]"
COR,2021-11-23,"[6, 6, 7, 6, 6, 8, 6, 7, 5, 6, 9, 3, 5, 6, 4, 6, 4]",[6],"[6, 6, 7, 6, 6, 8, 6, 7, 5, 6, 9, 3, 5, 6, 4, 6, 4, 6]"
COR,2022-11-22,"[4, 2, 1, 5, 4, 4, 6, 4, 4, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1]",[3],"[4, 2, 1, 5, 4, 4, 6, 4, 4, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1, 3]"
COR,2023-11-21,"[5, 5, 6, 4, 3, 4]","[5, 7]","[5, 5, 6, 4, 3, 4, 5, 7]"
COR,2024-11-26,"[5, 2]",[0],"[5, 2, 0]"
COST,2021-10-06,"[6, 5, 5, 5, 4, 8, 9, 6, 6, 5, 8, 5, 7, 5, 6, 7]",[],"[6, 5, 5, 5, 4, 8, 9, 6, 6, 5, 8, 5, 7, 5, 6, 7]"
COST,2022-10-05,"[8, 8, 6, 5, 4, 4, 2, 1, 4]","[6, 6, 4]","[8, 8, 6, 5, 4, 4, 2, 1, 4, 6, 6, 4]"
COST,2023-10-11,"[4, 5, 1, 6]",[],"[4, 5, 1, 6]"
COST,2024-10-09,"[5, 4, 2, 0, 4, 2]",[],"[5, 4, 2, 0, 4, 2]"
CPAY,2021-02-26,"[6, 6, 3, 5, 5, 4]","[6, 7, 5, 1]","[6, 6, 3, 5, 5, 4, 6, 7, 5, 1]"
CPAY,2022-03-01,"[4, 4, 5, 3, 2, 2, 2, 2, 1]","[8, 5, 2]","[4, 4, 5, 3, 2, 2, 2, 2, 1, 8, 5, 2]"
CPAY,2023-02-28,"[6, 2, 5, 4, 1, 4, 3, 2, 3, 1]",[6],"[6, 2, 5, 4, 1, 4, 3, 2, 3, 1, 6]"
CPAY,2024-02-29,"[5, 5, 2, 2]",[],"[5, 5, 2, 2]"
CPB,2021-09-23,"[6, 2, 6, 5, 2, 4, 7, 7, 4, 3, 4, 4]","[4, 1]","[6, 2, 6, 5, 2, 4, 7, 7, 4, 3, 4, 4, 4, 1]"
CPB,2022-09-22,"[7, 8, 4, 9, 3, 7, 4]",[0],"[7, 8, 4, 9, 3, 7, 4, 0]"
CPB,2023-09-21,"[4, 4, 5, 1, 1]",[4],"[4, 4, 5, 1, 1, 4]"
CPRT,2021-09-27,"[5, 7, 3, 2, 5, 6]","[3, 2, 1, 3, -2]","[5, 7, 3, 2, 5, 6, 3, 2, 1, 3, -2]"
CPRT,2022-09-27,[1],"[1, 5, 4, 6, 5, 3]","[1, 1, 5, 4, 6, 5, 3]"
CPRT,2023-09-28,"[4, 2]",[1],"[4, 2, 1]"
CPRT,2024-09-30,"[4, 3]",[],"[4, 3]"
CPT,2021-02-18,"[10, 8, 7, 8, 3, 6, 7, 3, 6, 4, 7, 6, 4, 6]","[10, 9, 7, 2]","[10, 8, 7, 8, 3, 6, 7, 3, 6, 4, 7, 6, 4, 6, 10, 9, 7, 2]"
CPT,2022-02-17,"[5, 7, 4, 4, 3, 2, 4, 2, 2, 2, 4, 1, 2]","[5, 1, 9, 8]","[5, 7, 4, 4, 3, 2, 4, 2, 2, 2, 4, 1, 2, 5, 1, 9, 8]"
CPT,2023-02-23,"[1, 3, 6, 4, 3, 5]","[1, 3]","[1, 3, 6, 4, 3, 5, 1, 3]"
CPT,2024-02-22,[4],[],[4]
CRL,2021-02-17,"[8, 5, 6, 4, 5, 4, 4, 5, 4, 6, 3, 1, 6, 3]","[4, 4, 5]","[8, 5, 6, 4, 5, 4, 4, 5, 4, 6, 3, 1, 6, 3, 4, 4, 5]"
CRL,2022-02-16,"[4, 7, 8, 5, 4, 6, 7, 6, 4, 6]","[8, 4, 1, 4]","[4, 7, 8, 5, 4, 6, 7, 6, 4, 6, 8, 4, 1, 4]"
CRL,2023-02-22,"[6, 4, 3, 4, 3, 3, 3, 5, 4, 3, 5, -2, 3, 3, 2]",[],"[6, 4, 3, 4, 3, 3, 3, 5, 4, 3, 5, -2, 3, 3, 2]"
CRL,2024-02-14,"[5, 2, 8, 4, 5]",[],"[5, 2, 8, 4, 5]"
CRM,2021-03-17,"[7, 3, 5, 4, 4, 4, 3, 3, 2]","[7, 6, 7, 3, 2]","[7, 3, 5, 4, 4, 4, 3, 3, 2, 7, 6, 7, 3, 2]"
CRM,2022-03-11,"[4, 8, 6, 7, 9, 4, 3]",[6],"[4, 8, 6, 7, 9, 4, 3, 6]"
CRM,2023-03-08,"[9, 3, 6, 9, 8, 6]",[],"[9, 3, 6, 9, 8, 6]"
CRM,2024-03-06,"[4, 4]",[],"[4, 4]"
CRWD,2021-03-18,"[6, 4, 2, 6, 8, 8, 9, 5]","[0, 4, 2, 4, 5]","[6, 4, 2, 6, 8, 8, 9, 5, 0, 4, 2, 4, 5]"
CRWD,2022-03-16,"[4, 4, 0, 6, 2, 3, 7, 7, 3, 3]","[-2, 2, 2]","[4, 4, 0, 6, 2, 3, 7, 7, 3, 3, -2, 2, 2]"
CRWD,2023-03-09,"[8, 2, 5, 6, 3, 6, 3, 7, 2, 4, 2]",[],"[8, 2, 5, 6, 3, 6, 3, 7, 2, 4, 2]"
CRWD,2024-03-07,"[6, 1, 5, 6]",[],"[6, 1, 5, 6]"
CSCO,2021-09-09,"[8, 8, 5, 4, 6, 6, 5, 3, 4, 4, 4, 3, 7, 6, 5]","[8, 8, 5, 4, 3]","[8, 8, 5, 4, 6, 6, 5, 3, 4, 4, 4, 3, 7, 6, 5, 8, 8, 5, 4, 3]"
CSCO,2022-09-08,"[6, 7, 4, 6, 6, 2, 7, 8, 5, 2]","[6, 7, 2, 8]","[6, 7, 4, 6, 6, 2, 7, 8, 5, 2, 6, 7, 2, 8]"
CSCO,2023-09-07,"[3, 1]",[],"[3, 1]"
CSCO,2024-09-05,"[4, 1]",[],"[4, 1]"
CSGP,2021-02-24,"[6, 2, 2, 6, 4, 3, 3, 4, 1, 2, 5]","[6, 4, 5, 1, 0, 0]","[6, 2, 2, 6, 4, 3, 3, 4, 1, 2, 5, 6, 4, 5, 1, 0, 0]"
CSGP,2022-02-23,"[8, 3, 5, 7, 5]","[2, -3, -4]","[8, 3, 5, 7, 5, 2, -3, -4]"
CSGP,2023-02-22,"[1, 2, 5, 3, 3, 2, 2, 6, 2, 3, 3]","[3, 2, 2, 2]","[1, 2, 5, 3, 3, 2, 2, 6, 2, 3, 3, 3, 2, 2, 2]"
CSGP,2024-02-22,"[4, 5, 4, 4, 2, 1]","[4, 2]","[4, 5, 4, 4, 2, 1, 4, 2]"
CSX,2021-02-10,"[4, 6, 6, 3, 8]","[7, 6, 5, 1, 8]","[4, 6, 6, 3, 8, 7, 6, 5, 1, 8]"
CSX,2022-02-16,"[6, 1, 6, 5, 4, 2, 2, 5]","[7, 5, 0, 0, 0]","[6, 1, 6, 5, 4, 2, 2, 5, 7, 5, 0, 0, 0]"
CSX,2023-02-15,"[4, 5, 4, 5, 6, 8, 3, 5]",[],"[4, 5, 4, 5, 6, 8, 3, 5]"
CSX,2024-02-14,"[3, 3, 2, 3, 4, 4, 1]",[],"[3, 3, 2, 3, 4, 4, 1]"
CTAS,2021-07-28,"[1, 6, 2, 1, 2, 2, 2, 2]","[5, 4, 0, 4, 3, 4, 3, 2, 2]","[1, 6, 2, 1, 2, 2, 2, 2, 5, 4, 0, 4, 3, 4, 3, 2, 2]"
CTAS,2022-07-27,"[7, 1, 5, 3, 3, 0, 0]","[6, 5, 1, 3, -2]","[7, 1, 5, 3, 3, 0, 0, 6, 5, 1, 3, -2]"
CTAS,2023-07-27,"[4, 5, 5, 3, 3]",[],"[4, 5, 5, 3, 3]"
CTAS,2024-07-25,"[4, 4, 2, 1]",[],"[4, 4, 2, 1]"
CTSH,2021-02-12,"[8, 7, 7, 6, 7, 6, 6, 5, 4, 3, 3, 3]","[8, 6, 7, 3, 4]","[8, 7, 7, 6, 7, 6, 6, 5, 4, 3, 3, 3, 8, 6, 7, 3, 4]"
CTSH,2022-02-16,"[6, 9, 8, 7, 8, 8, 6, 7, 6, 6, 6, 7, 4]",[7],"[6, 9, 8, 7, 8, 8, 6, 7, 6, 6, 6, 7, 4, 7]"
CTSH,2023-02-15,"[6, 6, 7, 8, 8, 5, 4, 2, 2, 3, 1]",[],"[6, 6, 7, 8, 8, 5, 4, 2, 2, 3, 1]"
CTSH,2024-02-14,"[4, 5, 5, 6, 4, 2]",[],"[4, 5, 5, 6, 4, 2]"
CTVA,2021-02-11,"[5, 5, 4, 4, 4, 4, 3, 1, 3]",[-1],"[5, 5, 4, 4, 4, 4, 3, 1, 3, -1]"
CTVA,2022-02-10,"[7, 7, 8, 6, 2, 6, 4]",[],"[7, 7, 8, 6, 2, 6, 4]"
CTVA,2023-02-09,"[6, 6, 8, 4, 6, 5, 5, 4, 5, 4, 3]",[3],"[6, 6, 8, 4, 6, 5, 5, 4, 5, 4, 3, 3]"
CTVA,2024-02-08,"[5, 4, 4, 4, 5, 4, 4]",[],"[5, 4, 4, 4, 5, 4, 4]"
CVS,2021-02-16,"[6, 7, 7, 6, 7, 6, 6]",[6],"[6, 7, 7, 6, 7, 6, 6, 6]"
CVS,2022-02-09,"[9, 6, 4, 7, 4, 5, 4]",[],"[9, 6, 4, 7, 4, 5, 4]"
CVS,2023-02-08,"[6, 6, 7, 5, 6, 4, 2, 5, 6, 6, 5]","[6, 2]","[6, 6, 7, 5, 6, 4, 2, 5, 6, 6, 5, 6, 2]"
CVS,2024-02-07,"[7, 5, 5, 5, 3, 5, 6]",[3],"[7, 5, 5, 5, 3, 5, 6, 3]"
CVX,2021-02-25,"[9, 4, 8, 7, 7, 6, 6, 5, 6, 3, 5, 6, 4, 5]",[],"[9, 4, 8, 7, 7, 6, 6, 5, 6, 3, 5, 6, 4, 5]"
CVX,2022-02-24,"[7, 6, 4, 5, 8, 7, 5, 6, 5, 3, 6, 4, 3]",[],"[7, 6, 4, 5, 8, 7, 5, 6, 5, 3, 6, 4, 3]"
CVX,2023-02-23,"[1, 3, 5, 4, 2, 3, 4, 3, 4, 1, 5]",[],"[1, 3, 5, 4, 2, 3, 4, 3, 4, 1, 5]"
CVX,2024-02-26,[5],[],[5]
CZR,2021-03-01,"[6, 5, 4, 3, 1, 2, 5, 1]","[5, 5]","[6, 5, 4, 3, 1, 2, 5, 1, 5, 5]"
CZR,2022-02-24,"[7, 7, 8, 6, 5, 5, 2]",[7],"[7, 7, 8, 6, 5, 5, 2, 7]"
CZR,2023-02-22,"[4, 6, 6, 8, 5, 7, 1, 2]",[],"[4, 6, 6, 8, 5, 7, 1, 2]"
CZR,2024-02-20,"[5, 6, 5, 6, 5, 4]",[],"[5, 6, 5, 6, 5, 4]"
DAL,2021-02-12,"[8, 5, 9, 7, 6, 1, 6, 7, 6, 7, 5, 5, 4, 5]","[5, 6, 7]","[8, 5, 9, 7, 6, 1, 6, 7, 6, 7, 5, 5, 4, 5, 5, 6, 7]"
DAL,2022-02-11,"[9, 9, 8, 4, 5, 1, 5, 6, 8]",[],"[9, 9, 8, 4, 5, 1, 5, 6, 8]"
DAL,2023-02-10,"[8, 6, 7, 5, 7, 8, 6, 4]",[8],"[8, 6, 7, 5, 7, 8, 6, 4, 8]"
DAL,2024-02-12,"[6, 6, 4, 5, 4, 5, 4]",[],"[6, 6, 4, 5, 4, 5, 4]"
DAY,2021-02-26,"[5, 2, 5, 1, 6, 5, 4, 4, 1]","[2, 7, 0]","[5, 2, 5, 1, 6, 5, 4, 4, 1, 2, 7, 0]"
DAY,2022-02-28,"[8, 5, 6]","[7, 7, 5]","[8, 5, 6, 7, 7, 5]"
DAY,2023-03-01,"[6, 5, 5]","[5, 1, 4, 8, 1]","[6, 5, 5, 5, 1, 4, 8, 1]"
DAY,2024-02-28,"[5, 6, 3]",[],"[5, 6, 3]"
DD,2021-02-12,"[5, 4, 4, 6, 5, 3, 5, 3, 4, 4]","[5, 5, 4, 10]","[5, 4, 4, 6, 5, 3, 5, 3, 4, 4, 5, 5, 4, 10]"
DD,2022-02-11,"[8, 6, 4, 4, 4, 4, 5, 5, 5, 4, 3, -1, 3]","[4, 4]","[8, 6, 4, 4, 4, 4, 5, 5, 5, 4, 3, -1, 3, 4, 4]"
DD,2023-02-15,"[5, 1, 5, 6, 1, 4, 5, 5, 7, 6, 7]",[5],"[5, 1, 5, 6, 1, 4, 5, 5, 7, 6, 7, 5]"
DD,2024-02-15,"[6, 5, 5, 2]","[2, -2]","[6, 5, 5, 2, 2, -2]"
DELL,2021-03-26,"[5, 7, 4, 5, 6, 6, 5, 7, 3, 3, 4, 5, 2, 2, 5, 4]","[5, 6, 3, 2]","[5, 7, 4, 5, 6, 6, 5, 7, 3, 3, 4, 5, 2, 2, 5, 4, 5, 6, 3, 2]"
DELL,2022-03-24,"[8, 7, 6, 5, 7, 6, 7, 8, 6, 7, 7, 6, 6]","[6, 6, 7, 5]","[8, 7, 6, 5, 7, 6, 7, 8, 6, 7, 7, 6, 6, 6, 6, 7, 5]"
DELL,2023-03-30,"[3, 5, 3, 0, 3, 1, 3, 1]",[],"[3, 5, 3, 0, 3, 1, 3, 1]"
DELL,2024-03-25,"[5, 4, 2, 1, 4]",[],"[5, 4, 2, 1, 4]"
DE,2021-12-16,"[8, 7, 8, 6, 8, 6, 9, 7, 7, 4, 6, 6]",[],"[8, 7, 8, 6, 8, 6, 9, 7, 7, 4, 6, 6]"
DE,2022-12-15,"[6, 3, 5, 2, 1]",[],"[6, 3, 5, 2, 1]"
DE,2023-12-15,"[6, 4, 1]",[],"[6, 4, 1]"
DE,2024-12-12,"[5, 3, 2, 3]",[],"[5, 3, 2, 3]"
DFS,2021-02-17,"[7, 6, 2, 6, 8, 2, 1, 2, 2]","[6, 6, 2]","[7, 6, 2, 6, 8, 2, 1, 2, 2, 6, 6, 2]"
DFS,2022-02-24,"[8, 9, 8, 7, 5, 5, 5, 6]",[8],"[8, 9, 8, 7, 5, 5, 5, 6, 8]"
DFS,2023-02-23,"[6, 6, 2, 1]",[],"[6, 6, 2, 1]"
DFS,2024-02-23,"[4, 5]",[],"[4, 5]"
DGX,2021-02-22,"[8, 4, 3, 6, 6, 1, 5, 2, 5, 5, 4, 5, 2]",[],"[8, 4, 3, 6, 6, 1, 5, 2, 5, 5, 4, 5, 2]"
DGX,2022-02-28,"[7, 3, 0, 4, 5, 7, 9, 6, 5, 9, 8, 3, 7, 7, 6, 3, 3, 4, 7, 5, 6, 5, 1]",[],"[7, 3, 0, 4, 5, 7, 9, 6, 5, 9, 8, 3, 7, 7, 6, 3, 3, 4, 7, 5, 6, 5, 1]"
DGX,2023-02-21,"[1, 5, 8, 4, 6, 6, 3, 1, 1, 1, 1, 1]",[],"[1, 5, 8, 4, 6, 6, 3, 1, 1, 1, 1, 1]"
DGX,2024-02-22,"[2, 5, 4, 2, 1, 1, 2, 1, 1]",[],"[2, 5, 4, 2, 1, 1, 2, 1, 1]"
DG,2021-03-19,"[6, 5, 3, 4, 3, -2, 4, 6, 1, 6, 3, 3, 1]","[6, 5, -2, 3, 5, 3]","[6, 5, 3, 4, 3, -2, 4, 6, 1, 6, 3, 3, 1, 6, 5, -2, 3, 5, 3]"
DG,2022-03-18,"[7, 7, 6, 4, 5, 7, 6, 4, 9, 6, 6]","[7, 7, 8, 9, 6, 7]","[7, 7, 6, 4, 5, 7, 6, 4, 9, 6, 6, 7, 7, 8, 9, 6, 7]"
DG,2023-03-24,"[4, 6, 2, 5, 3]",[5],"[4, 6, 2, 5, 3, 5]"
DG,2024-03-25,"[4, 3, 2]","[6, 4, -1]","[4, 3, 2, 6, 4, -1]"
DHI,2021-11-18,"[7, 1, 10, 7, 4, 5, 5, 8]","[1, 10, 5, 8]","[7, 1, 10, 7, 4, 5, 5, 8, 1, 10, 5, 8]"
DHI,2022-11-18,"[1, 1, 6, 8, 5, 4]",[1],"[1, 1, 6, 8, 5, 4, 1]"
DHI,2023-11-17,"[4, 1, 4, 5, 2, 4, 2]",[4],"[4, 1, 4, 5, 2, 4, 2, 4]"
DHI,2024-11-19,"[4, 3, 5, 6, 4, 5, 4, 2]","[4, 0]","[4, 3, 5, 6, 4, 5, 4, 2, 4, 0]"
DHR,2021-02-25,"[6, 2, 5, 4, 2, 7, 4, 4, 3, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2]","[5, 3]","[6, 2, 5, 4, 2, 7, 4, 4, 3, 4, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 5, 3]"
DHR,2022-02-23,"[8, 4, 6, 4, 8, 9, 5, 7, 6, 5]","[8, 6, 5]","[8, 4, 6, 4, 8, 9, 5, 7, 6, 5, 8, 6, 5]"
DHR,2023-02-22,"[5, 2, 4, 6, 2, 5, 4, 5]",[5],"[5, 2, 4, 6, 2, 5, 4, 5, 5]"
DHR,2024-02-21,"[4, 2, 5, 3, 3]",[],"[4, 2, 5, 3, 3]"
DIS,2021-11-24,"[6, 8, 5, 5, 5, 3, 5, 6, 5]","[6, 8, 5, 3, 7, 5]","[6, 8, 5, 5, 5, 3, 5, 6, 5, 6, 8, 5, 3, 7, 5]"
DIS,2022-11-29,"[8, 7, 5, 3, 7, 5, 4, 4, 3, 7, 3, 5, 4, 7, 4, 2, 5, 3, 2, 7, 2, 5, 2]","[8, 7, 5, 7]","[8, 7, 5, 3, 7, 5, 4, 4, 3, 7, 3, 5, 4, 7, 4, 2, 5, 3, 2, 7, 2, 5, 2, 8, 7, 5, 7]"
DIS,2023-11-21,"[6, 5, 7, 4, 3, 3, 3, 5, 5, 4]",[],"[6, 5, 7, 4, 3, 3, 3, 5, 5, 4]"
DIS,2024-11-14,"[6, 6, 2, 2]",[],"[6, 6, 2, 2]"
DLR,2021-03-01,"[7, 8, 5, 6, 5, 6, 7, 1]","[6, 7]","[7, 8, 5, 6, 5, 6, 7, 1, 6, 7]"
DLR,2022-02-25,"[3, 6, 5, 4, 5, 4, 2, 6, 5, 4, 4, 3, 4, 7, 3, 2, 3, 3, -2, 2, 3]",[],"[3, 6, 5, 4, 5, 4, 2, 6, 5, 4, 4, 3, 4, 7, 3, 2, 3, 3, -2, 2, 3]"
DLR,2023-02-27,"[4, 4, 3, 6, 6, 6, 5, 4, 4, -1, 0, 4]",[],"[4, 4, 3, 6, 6, 6, 5, 4, 4, -1, 0, 4]"
DLR,2024-02-23,"[4, 5, 4, 4, 5, 6, 6, 5, 3, 3, 1, 3]",[],"[4, 5, 4, 4, 5, 6, 6, 5, 3, 3, 1, 3]"
DLTR,2021-03-16,"[7, 7, 4, 7, 6, 7, 5, 5, 6, 6, 5]","[9, 5, 5, 4, 5]","[7, 7, 4, 7, 6, 7, 5, 5, 6, 6, 5, 9, 5, 5, 4, 5]"
DLTR,2022-03-15,"[8, 9, 6, 4, 3, 3, 7]","[7, 6]","[8, 9, 6, 4, 3, 3, 7, 7, 6]"
DLTR,2023-03-10,"[8, 8, 5, 7, 4]",[],"[8, 8, 5, 7, 4]"
DLTR,2024-03-20,"[6, 2, 2]",[],"[6, 2, 2]"
DOC,2021-02-10,"[7, 9, 8, 7, 7, 7, 7, 8]","[8, 7]","[7, 9, 8, 7, 7, 7, 7, 8, 8, 7]"
DOC,2022-02-09,"[6, 10, 6, 3, 8, 4, 5, 3, 3]","[10, 5, 4, 6]","[6, 10, 6, 3, 8, 4, 5, 3, 3, 10, 5, 4, 6]"
DOC,2023-02-08,"[8, 6, 8, 4, 5]",[4],"[8, 6, 8, 4, 5, 4]"
DOC,2024-02-09,"[4, 5, 4, 3, 1, 2]",[],"[4, 5, 4, 3, 1, 2]"
DOV,2021-02-12,"[7, 8, 7, 6, 5, 7, 6, 4]","[8, 6, 9, 7, 6]","[7, 8, 7, 6, 5, 7, 6, 4, 8, 6, 9, 7, 6]"
DOW,2021-02-05,"[9, 5, 5, 5, 10, 6]","[5, 5, 5, 6, 2, 6, 7, 5, -1, -2]","[9, 5, 5, 5, 10, 6, 5, 5, 5, 6, 2, 6, 7, 5, -1, -2]"
DOW,2022-02-04,"[10, 5, 4, 4, 9, 2, 7, 1]","[5, 2, -2, -3]","[10, 5, 4, 4, 9, 2, 7, 1, 5, 2, -2, -3]"
DOW,2023-02-01,"[6, 4, 5, 5, 8, 3, 2, 4, 2]",[],"[6, 4, 5, 5, 8, 3, 2, 4, 2]"
DOW,2024-01-31,"[5, 4, 5, 4, 6, 3, 3, 3]",[],"[5, 4, 5, 4, 6, 3, 3, 3]"
DPZ,2021-02-25,"[7, 4, 7, 4, 6, 4, 2, 8, 5, 4, 3, 4, 4, 5, 8, 3, 6, 1]","[4, 3, 1, 8, 7, 4, 1]","[7, 4, 7, 4, 6, 4, 2, 8, 5, 4, 3, 4, 4, 5, 8, 3, 6, 1, 4, 3, 1, 8, 7, 4, 1]"
DPZ,2022-03-01,"[9, 5, 6, 4, 6, 5, 6, 4, 3, 3, 3]",[],"[9, 5, 6, 4, 6, 5, 6, 4, 3, 3, 3]"
DPZ,2023-02-23,"[8, 4, 7, 5, 3, 7]",[],"[8, 4, 7, 5, 3, 7]"
DPZ,2024-02-26,"[6, 3, 4, 5, 5]",[],"[6, 3, 4, 5, 5]"
DRI,2021-07-23,"[8, 5, 3, 5, 5, 5, -3, -2, 5, 6, 6, 5, 5, 5, 5]","[5, 5, -3, -2, 8, 5, 1, 5, -3, 3, 9]","[8, 5, 3, 5, 5, 5, -3, -2, 5, 6, 6, 5, 5, 5, 5, 5, 5, -3, -2, 8, 5, 1, 5, -3, 3, 9]"
DRI,2022-07-22,"[5, 2, 5, 2, 3, 2, 3, 1, 2, 3, 2, 0]","[2, 3, 2, 3, 3, 1]","[5, 2, 5, 2, 3, 2, 3, 1, 2, 3, 2, 0, 2, 3, 2, 3, 3, 1]"
DRI,2023-07-21,"[5, 4, 2]","[7, 7, 4]","[5, 4, 2, 7, 7, 4]"
DRI,2024-07-19,"[4, 4, 4, 5, 4, 4, 5]",[],"[4, 4, 4, 5, 4, 4, 5]"
DUK,2021-02-25,"[7, 6, 6, 4, 7, 6, 6, 5, 7, 5, 6, 4, 5, 5]","[6, 4, 8, 7, 5, 4, 4, 6]","[7, 6, 6, 4, 7, 6, 6, 5, 7, 5, 6, 4, 5, 5, 6, 4, 8, 7, 5, 4, 4, 6]"
DUK,2022-02-24,"[2, 3]",[0],"[2, 3, 0]"
DUK,2023-02-27,"[5, 6, 6]",[],"[5, 6, 6]"
DUK,2024-02-23,"[3, 4, 5]","[1, 0]","[3, 4, 5, 1, 0]"
DVA,2021-02-12,"[6, 7, 8, 6, 6, 6, 5]","[6, 7, 8, 6, 6, 6]","[6, 7, 8, 6, 6, 6, 5, 6, 7, 8, 6, 6, 6]"
DVA,2022-02-11,"[7, 6, 6, 4, 5, 5, 4, 3]","[6, 4, 5, 5]","[7, 6, 6, 4, 5, 5, 4, 3, 6, 4, 5, 5]"
DVA,2023-02-22,"[2, 7, 8, 4, 3, 3, 2, 2, 3, 3]","[2, 7, 8, 4, 3, 2, 2]","[2, 7, 8, 4, 3, 3, 2, 2, 3, 3, 2, 7, 8, 4, 3, 2, 2]"
DVA,2024-02-14,"[4, 5, 5, 2, 0]",[4],"[4, 5, 5, 2, 0, 4]"
DXCM,2021-02-11,"[8, 7, 7, 7, 4, 5, 6, 5, 5, 4, 4, 4, 5, 4, 0]","[7, 7, 6, 5, 0]","[8, 7, 7, 7, 4, 5, 6, 5, 5, 4, 4, 4, 5, 4, 0, 7, 7, 6, 5, 0]"
DXCM,2022-02-14,"[7, 2, 5, 7, 6, 4, 5, 5, 4, 5, 5, 6, 6, 2, 4, 3]",[],"[7, 2, 5, 7, 6, 4, 5, 5, 4, 5, 5, 6, 6, 2, 4, 3]"
DXCM,2023-02-09,"[6, 2, 8, 2, 3, 7, 7, 7, 6]",[],"[6, 2, 8, 2, 3, 7, 7, 7, 6]"
DXCM,2024-02-08,"[2, 4, 3]",[],"[2, 4, 3]"
D,2024-02-23,"[2, 3, 3, 2, 3]",[2],"[2, 3, 3, 2, 3, 2]"
EA,2021-05-26,"[7, 8, 5, 7, 4, 6, 5, 5, 4, 5, 6, 6, 0, 4, 5, 2]","[4, 4, 1]","[7, 8, 5, 7, 4, 6, 5, 5, 4, 5, 6, 6, 0, 4, 5, 2, 4, 4, 1]"
EA,2022-05-25,"[5, 7, 8, 7, 5, 4, 4, 2, 4, 2]","[-1, 4]","[5, 7, 8, 7, 5, 4, 4, 2, 4, 2, -1, 4]"
EA,2023-05-24,"[5, 7, 4, 0, 4, 5, 3, 5, 7, 6, 4]",[],"[5, 7, 4, 0, 4, 5, 3, 5, 7, 6, 4]"
EA,2024-05-22,"[5, 1, 1]",[],"[5, 1, 1]"
EBAY,2021-02-04,"[3, 5, 7, 5, 5, 5, 5, -3, 2]","[3, 5, -3, 2]","[3, 5, 7, 5, 5, 5, 5, -3, 2, 3, 5, -3, 2]"
EBAY,2022-02-24,"[2, 5, 6, 6, 3, 4, 5, 0, 3, 3]","[2, 5, 4]","[2, 5, 6, 6, 3, 4, 5, 0, 3, 3, 2, 5, 4]"
EBAY,2023-02-23,"[4, 5, 7, 6, 4, 4, 5]",[],"[4, 5, 7, 6, 4, 4, 5]"
EBAY,2024-02-28,"[5, 4, 3]",[],"[5, 4, 3]"
ECL,2021-02-26,"[9, 7, 8, 5, 5, 4, 6, 3, 3]","[9, 4, 3, 4, 3, 3]","[9, 7, 8, 5, 5, 4, 6, 3, 3, 9, 4, 3, 4, 3, 3]"
ECL,2022-02-25,"[9, 8, 8, 5, 3, 8, 6, 5, 6, 4, 3, 2]",[3],"[9, 8, 8, 5, 3, 8, 6, 5, 6, 4, 3, 2, 3]"
ECL,2023-02-24,"[6, 6, 7, 7, 8, 6, 3, 2]",[],"[6, 6, 7, 7, 8, 6, 3, 2]"
ECL,2024-02-23,"[4, 4, 5, 5, 4, 4]",[],"[4, 4, 5, 5, 4, 4]"
ED,2021-02-18,"[4, 2, 3, 4, 4, 2, 2, 1]","[2, 2, 2, 1, 5, 2, 2, 7, 0]","[4, 2, 3, 4, 4, 2, 2, 1, 2, 2, 2, 1, 5, 2, 2, 7, 0]"
ED,2022-02-17,"[2, 6, 3, 6, 6, 2, 6, 3, 1, 1, 2]","[2, 6, 6, 6, 2, 1, 1, 2, -1, 8]","[2, 6, 3, 6, 6, 2, 6, 3, 1, 1, 2, 2, 6, 6, 6, 2, 1, 1, 2, -1, 8]"
